"subject","Label","object","Source","Target"
"Trump","embraced","Brexit",465,92
"Trump","embraced","Brexit",439,92
"Trump","embraced","Brexit",14,92
"McCarthy","said","Obama",229,337
"Trump","has won","Trudeau",465,77
"Trump","has won","Trudeau",439,77
"Trump","has won","Trudeau",14,77
"Trump","will","Trudeau",465,77
"Trump","will","Trudeau",439,77
"Trump","will","Trudeau",14,77
"Trump","announced","Perry",465,449
"Trump","announced","Perry",439,449
"Trump","announced","Perry",14,449
"Trump","announced","Perry",465,64
"Trump","announced","Perry",439,64
"Trump","announced","Perry",14,64
"Donald Trump","elect","Hillary Clinton",40,153
"Trump","did with","The Washington Post",465,429
"Trump","did with","The Washington Post",439,429
"Trump","did with","The Washington Post",14,429
"Pruitt","has sued","the Environmental Protection Agency",46,407
"NOAA","got caught","Smith",428,329
"NOAA","cheated","Smith",428,329
"The Washington Post","reports","Trump",429,465
"The Washington Post","reports","Trump",429,439
"The Washington Post","reports","Trump",429,14
"State","used to","Exxon Mobil",375,395
"State","run","Exxon Mobil",375,395
"Snyder","declined to","Obama",314,337
"Trump","hired a political appointee to","EPA",465,371
"Trump","hired a political appointee to","EPA",439,371
"Trump","hired a political appointee to","EPA",14,371
"Snyder","meet","Obama",314,337
"Pruitt","opposed any other parts of","Trump",46,465
"Pruitt","opposed any other parts of","Trump",46,439
"Pruitt","opposed any other parts of","Trump",46,14
"Congress","will stand up","the White House",377,354
"Rubio","will under","Cruz",310,55
"Rubio","achieve","Cruz",310,55
"Ryan","were inclined to","Trump",76,465
"Ryan","were inclined to","Trump",76,439
"Ryan","were inclined to","Trump",76,14
"Trump","approved","Ryan",465,76
"Trump","approved","Ryan",439,76
"Trump","approved","Ryan",14,76
"Ryan","penalize","Trump",76,465
"Ryan","penalize","Trump",76,439
"Ryan","penalize","Trump",76,14
"Macron","see political upsides in","Trump",103,465
"Macron","see political upsides in","Trump",103,439
"Macron","see political upsides in","Trump",103,14
"George W. Bush","warned","Pruitt",96,46
"CNN","refused","Trump",361,465
"CNN","refused","Trump",361,439
"CNN","refused","Trump",361,14
"CNN","say","Trump",361,465
"CNN","say","Trump",361,439
"CNN","say","Trump",361,14
"Graham","elected Republican officials to","Trump",283,465
"Graham","elected Republican officials to","Trump",283,439
"Graham","elected Republican officials to","Trump",283,14
"LNG","said","John Kilduff",412,71
"Royal Dutch Shell","altered its shipments of","LNG",425,412
"Reuters","reported","Royal Dutch Shell",355,425
"Trump","spoke with","Merkel",465,294
"Trump","spoke with","Merkel",439,294
"Trump","spoke with","Merkel",14,294
"Trump","ship more","LNG",465,412
"Trump","ship more","LNG",439,412
"Trump","ship more","LNG",14,412
"the White House","is a perfect example of","Fox News",354,379
"Congress","is now an authority on","Donald Trump",377,40
"McConnell","alleged failure to","Trump",214,465
"McConnell","alleged failure to","Trump",214,439
"McConnell","alleged failure to","Trump",214,14
"Trump","was mad at","McConnell",465,214
"Trump","was mad at","McConnell",439,214
"Trump","was mad at","McConnell",14,214
"Irma","is threatening carnage worse than","Harvey",87,417
"Irma","is threatening carnage worse than","Harvey",87,315
"the Washington Post","noted","Harvey",366,417
"the Washington Post","noted","Harvey",366,315
"Harvey","made","Trump",417,465
"Harvey","made","Trump",315,465
"Harvey","made","Trump",417,439
"Harvey","made","Trump",315,439
"Harvey","made","Trump",417,14
"Harvey","made","Trump",315,14
"Trump","could pass the buck to","Congress",465,377
"Trump","could pass the buck to","Congress",439,377
"Trump","could pass the buck to","Congress",14,377
"FEMA","needs","Congress",382,377
"Inslee","told","the Thomson Reuters Foundation",74,352
"Twitter","accusing","Pruitt",460,46
"Twitter","accusing","Pruitt",17,46
"Trump","expected","Trump",465,465
"Trump","expected","Trump",439,465
"Trump","expected","Trump",14,465
"Trump","expected","Trump",465,439
"Trump","expected","Trump",439,439
"Trump","expected","Trump",14,439
"Trump","expected","Trump",465,14
"Trump","expected","Trump",439,14
"Trump","expected","Trump",14,14
"Murray","been a huge financial supporter of","Trump",328,465
"Murray","been a huge financial supporter of","Trump",328,439
"Murray","been a huge financial supporter of","Trump",328,14
"Trump","will never","Bush",465,111
"Trump","will never","Bush",439,111
"Trump","will never","Bush",14,111
"Trump","moderate","Bush",465,111
"Trump","moderate","Bush",439,111
"Trump","moderate","Bush",14,111
"Scott","challenge","Nelson",276,262
"Trump","boot","NBC",465,400
"Trump","boot","NBC",439,400
"Trump","boot","NBC",14,400
"Trump","threatened","NBC",465,400
"Trump","threatened","NBC",439,400
"Trump","threatened","NBC",14,400
"Pruitt","told","Bloomberg",46,62
"the Wall Street Journal","reported","Trump",368,465
"the Wall Street Journal","reported","Trump",368,439
"the Wall Street Journal","reported","Trump",368,14
"Trump","won more suburban votes than","Hillary Clinton",465,153
"Trump","won more suburban votes than","Hillary Clinton",439,153
"Trump","won more suburban votes than","Hillary Clinton",14,153
"Wheeler","is a highly qualified choice to","Scott",101,276
"Pruitt","became administrator of","the Environmental Protection Agency",46,407
"Trump","is leaving","NASA",465,356
"Trump","is leaving","NASA",439,356
"Trump","is leaving","NASA",14,356
"Scott Pruitt","is the head of","the Environmental Protection Agency",100,407
"Wheeler","has criticized","Trump",101,465
"Wheeler","has criticized","Trump",101,439
"Wheeler","has criticized","Trump",101,14
"Pruitt","has pursued a policy agenda at","EPA",46,371
"Pruitt","engage","EPA",46,371
"Pruitt","was accused last month of","the White House",46,354
"Pruitt","going around","the White House",46,354
"CNN","reported later","Trump",361,465
"CNN","reported later","Trump",361,439
"CNN","reported later","Trump",361,14
"CNN","reports","McConnell",361,214
"Trump","professed desire to","the Justice Department",465,393
"Trump","professed desire to","the Justice Department",439,393
"Trump","professed desire to","the Justice Department",14,393
"Trump","wield","the Justice Department",465,393
"Trump","wield","the Justice Department",439,393
"Trump","wield","the Justice Department",14,393
"Trump","weaponizes","the Justice Department",465,393
"Trump","weaponizes","the Justice Department",439,393
"Trump","weaponizes","the Justice Department",14,393
"Trump","taking swipes at","Amazon",465,363
"Trump","taking swipes at","Amazon",439,363
"Trump","taking swipes at","Amazon",14,363
"The Wall Street Journal","reported","the White House",399,354
"Barack Obama","was in","the White House",148,354
"State","told","Fox News",375,379
"Trump","might well","the Nobel Peace Prize",465,466
"Trump","might well","the Nobel Peace Prize",439,466
"Trump","might well","the Nobel Peace Prize",14,466
"Trump","win","the Nobel Peace Prize",465,466
"Trump","win","the Nobel Peace Prize",439,466
"Trump","win","the Nobel Peace Prize",14,466
"Trump","defended","Google",465,369
"Trump","defended","Google",439,369
"Trump","defended","Google",14,369
"Cal Fire","told","The New York Times",211,374
"Coal","is","Trump",336,465
"Coal","is","Trump",336,439
"Coal","is","Trump",336,14
"the Environmental Protection Agency","told","CNN",407,361
"Harris","hops past","Biden",287,206
"Bolsonaro","is not","Trump",102,465
"Bolsonaro","is not","Trump",102,439
"Bolsonaro","is not","Trump",102,14
"Bezos","owns","The Washington Post",284,429
"George W. Bush","asked","Pruitt",96,46
"Murray","wanted","Trump",328,465
"Murray","wanted","Trump",328,439
"Murray","wanted","Trump",328,14
"Trump","nominated","Wheeler",465,101
"Trump","nominated","Wheeler",439,101
"Trump","nominated","Wheeler",14,101
"The Washington Post","revealed","Wheeler",429,101
"Cohen","pleaded guilty to","Congress",70,377
"Cohen","lying to","Congress",70,377
"Cohen","adopted a penitent mien before","Congress",70,377
"Cohen","said","Trump",70,465
"Cohen","said","Trump",70,439
"Cohen","said","Trump",70,14
"Capitol Hill","threatened","Cohen",437,70
"EPA","reached","the Supreme Court",371,370
"Amazon","warehouses to further","Jeff Bezos",363,31
"Amazon","enrich","Jeff Bezos",363,31
"Obama","been reversed under","Trump",337,465
"Obama","been reversed under","Trump",337,439
"Obama","been reversed under","Trump",337,14
"Obama","has","Trump",337,465
"Obama","has","Trump",337,439
"Obama","has","Trump",337,14
"Bloomberg","reported the interest by","Amazon",62,363
"Scott","has promised to","Zinke",276,119
"Sanders","defying","Clinton",408,37
"Scott","meet with","Zinke",276,119
"Biden","was doing","Sanders",206,408
"Putin","trails behind","Kim Jong Un",53,313
"Perry","told","CNBC",449,420
"Perry","told","CNBC",64,420
"Hillary Clinton","needs to","Bernie Sanders",153,35
"CNBC","has reached out","Amazon",420,363
"Hillary Clinton","go away","Bernie Sanders",153,35
"Smith","said","NASA",329,356
"Harvey","told","CNBC",417,420
"Harvey","told","CNBC",315,420
"Trump","said","the Interior Department",465,413
"Trump","said","the Interior Department",439,413
"Trump","said","the Interior Department",14,413
"Merkel","met with","Trump",294,465
"Merkel","met with","Trump",294,439
"Merkel","met with","Trump",294,14
"The Wall Street Journal","reported","OPEC",399,364
"Trump","is as grandiose as","Obama",465,337
"Trump","is as grandiose as","Obama",439,337
"Trump","is as grandiose as","Obama",14,337
"Trump","has","Putin",465,53
"Trump","has","Putin",439,53
"Trump","has","Putin",14,53
"FERC","tells","CNBC",378,420
"BP","told","CNBC",444,420
"Macron","welcomed","Trump",103,465
"Macron","welcomed","Trump",103,439
"Macron","welcomed","Trump",103,14
"Macron","defended his outreach to","Trump",103,465
"Macron","defended his outreach to","Trump",103,439
"Macron","defended his outreach to","Trump",103,14
"Tesla","rose","Amazon",376,363
"Tesla","rose","Amazon",351,363
"Schumer","added","Pruitt",41,46
"Pruitt","should resign","Pruitt",46,46
"Pruitt","tweeting","Pruitt",46,46
"Nigeria","wants","Royal Dutch Shell",344,425
"CNBC","reported","Amazon",420,363
"CNBC","downgraded","ExxonMobil",420,419
"Shell","told","CNBC",388,420
"Tesla","said","Musk",376,60
"Tesla","said","Musk",351,60
"the Environmental Protection Agency","are taking under","Trump",407,465
"the Environmental Protection Agency","are taking under","Trump",407,439
"the Environmental Protection Agency","are taking under","Trump",407,14
"Motherboard","published in","Gizmodo",47,433
"CNBC","noting","Amazon",420,363
"Fiat Chrysler","is joining","BMW",391,427
"Amazon","declined to","CNBC",363,420
"Amazon","comment to","CNBC",363,420
"Cohen","told","CNBC",70,420
"Rihanna","was hospitalized in","Brown",185,59
"Donald Trump","been manipulated","Donald Trump",40,40
"Donald Trump","has","Donald Trump",40,40
"Murray","denied","Murray",328,328
"Nelson","added on","Twitter",262,460
"Nelson","added on","Twitter",262,17
"the National Hurricane Center","warned","Harvey",446,417
"the National Hurricane Center","warned","Harvey",446,315
"Trump","growing frustrated with","Tillerson",465,323
"Trump","growing frustrated with","Tillerson",439,323
"Trump","growing frustrated with","Tillerson",14,323
"Trump","is","Tillerson",465,323
"Trump","is","Tillerson",439,323
"Trump","is","Tillerson",14,323
"Apple","wins","Cramer",403,249
"Cramer","expects enthusiasm about","Apple",249,403
"Pruitt","has gotten death threats on","Twitter",46,460
"Pruitt","has gotten death threats on","Twitter",46,17
"Trump","told","Sanders",465,408
"Trump","told","Sanders",439,408
"Trump","told","Sanders",14,408
"Pruitt","appointed","Kelly",46,52
"Anderson","appeared on","CNBC",145,420
"Bloomberg","showed","Pruitt",62,46
"Exxon Mobil","does not","Irma",395,87
"Exxon Mobil","expect","Irma",395,87
"Exxon","shut down","Harvey",359,417
"Exxon","shut down","Harvey",359,315
"Smith","thanked","Pruitt",329,46
"Trump","made his statement on","Twitter",465,460
"Trump","made his statement on","Twitter",439,460
"Trump","made his statement on","Twitter",14,460
"Trump","made his statement on","Twitter",465,17
"Trump","made his statement on","Twitter",439,17
"Trump","made his statement on","Twitter",14,17
"LNG","according to","the International Energy Agency",412,434
"Harry","can access","LNG",301,412
"the National Weather Service","warned via","Twitter",401,460
"the National Weather Service","warned via","Twitter",401,17
"Donald Trump","pulled","Donald Trump",40,40
"VW","told","CNBC",392,420
"Volkswagen","outlined plans to","Tesla",357,376
"Volkswagen","outlined plans to","Tesla",357,351
"Tesla","is a threat to","Volkswagen",376,357
"Tesla","is a threat to","Volkswagen",351,357
"Trudeau","told","Trump",77,465
"Trudeau","told","Trump",77,439
"Trudeau","told","Trump",77,14
"General Motors","have all","Toyota",422,432
"General Motors","beat","Toyota",422,432
"Irma","compared with","Harvey",87,417
"Irma","compared with","Harvey",87,315
"Wheeler","would work directly under","Pruitt",101,46
"Andrew","help","Scott Pruitt",86,100
"Macron","told unions at","EDF",103,385
"Amazon","uses to","Microsoft",363,414
"Amazon","compete with","Microsoft",363,414
"Pruitt","is fired","Wheeler",46,101
"Pruitt","resigns","Wheeler",46,101
"Trump","refuse to","Congress",465,377
"Trump","refuse to","Congress",439,377
"Trump","refuse to","Congress",14,377
"Pruitt","remaining documents about","Pruitt",46,46
"Trump","certify","Congress",465,377
"Trump","certify","Congress",439,377
"Trump","certify","Congress",14,377
"Tillerson","told","Fox News",323,379
"Kim","told","CNBC",121,420
"Maria","put","Cruz",169,55
"Trump","sign a presidential memorandum at","the White House",465,354
"Trump","sign a presidential memorandum at","the White House",439,354
"Trump","sign a presidential memorandum at","the White House",14,354
"Zinke","made it clear to","Smith",119,329
"Musk","had said","Tesla",60,376
"Musk","had said","Tesla",60,351
"Boeing","told","CNBC",415,420
"Trump","must either","Congress",465,377
"Trump","must either","Congress",439,377
